Data,Ticker,Abertura,Alta,Baixa,Fechamento,Volume
2023-01-02,ITUB4.SA,16.90380151368319,16.972993845556307,16.63394932599375,16.945316314697266,26445013
2023-01-02,PETR4.SA,13.325917895962286,13.478763196511377,12.907005354475585,12.974937438964844,78424700
2023-01-02,VALE3.SA,66.08041502750696,66.98950599188106,65.96864052310093,66.61692810058594,12783800
2023-01-03,ITUB4.SA,16.94530401901477,17.05601256684522,16.488632567578403,16.592422485351562,33847015
2023-01-03,PETR4.SA,12.98625798956644,13.076833370927051,12.52771890671666,12.646599769592285,96750300
2023-01-03,VALE3.SA,66.6169235687972,67.13107715794838,66.2368925537043,66.49769592285156,25332600
2023-01-04,ITUB4.SA,16.647785867429615,16.96607294396486,16.52323998575111,16.640867233276367,33855739
2023-01-04,PETR4.SA,12.431481356780054,13.354219459448453,12.35788927067611,13.048526763916016,129504000
2023-01-04,VALE3.SA,66.5424136593444,66.8032170462335,65.5364488047776,66.61692810058594,26395300
2023-01-05,ITUB4.SA,16.67546552379457,17.235927296370317,16.620111957677903,17.159814834594727,41153732
2023-01-05,PETR4.SA,13.21269709101936,13.608965213715836,13.105138415474242,13.518388748168945,73886000
2023-01-05,VALE3.SA,66.6616237039864,68.31587015504172,66.31885278751969,67.73464965820312,29085600
2023-01-06,ITUB4.SA,17.24976368673908,17.51269570632264,17.15981247200035,17.45734214782715,42632750
2023-01-06,PETR4.SA,13.552354361835421,13.767470617851485,13.331575929898442,13.43913459777832,51851500
2023-01-06,VALE3.SA,67.80916474238028,69.10573399288289,67.80916474238028,68.80767059326172,31420600
2023-01-09,ITUB4.SA,17.29819690241695,17.754868574535642,17.222084458639127,17.581886291503906,29083430
2023-01-09,PETR4.SA,13.303269620539915,13.586317910338636,13.161745475640554,13.512725830078125,46385200
2023-01-09,VALE3.SA,68.20410765953949,69.29203441653979,67.9954649506747,68.8822021484375,19285800
2023-01-10,ITUB4.SA,17.38814344109681,17.99012125755929,17.242838708722047,17.920928955078125,35564190
2023-01-10,PETR4.SA,13.55801772717111,13.648593121678605,13.229681652145471,13.6372709274292,52741100
2023-01-10,VALE3.SA,68.91945149685743,69.97012379922111,68.80767700095473,69.73167419433594,19821100
2023-01-11,ITUB4.SA,17.90709973745503,18.322255268834514,17.824067135904478,18.2323055267334,38743614
2023-01-11,PETR4.SA,13.671235048742604,13.937301187994137,13.614625162960762,13.744828224182129,53536500
2023-01-11,VALE3.SA,70.03718482246985,70.40231522005215,68.74806860515326,69.48577117919922,23834100
2023-01-12,ITUB4.SA,17.644161999663705,18.204623704080923,17.574969676613826,17.976287841796875,57811778
2023-01-12,PETR4.SA,13.750487920986103,13.954281977413991,13.648590352900332,13.942959785461426,58130000
2023-01-12,VALE3.SA,69.65716234002468,70.26818983050353,69.25477755091609,69.85089874267578,18058600
